"","School_type","Mode_type","Percent","Distance","Time","Speed"
"1","Public","Public",16.8803779314999,3.8637113956153,36.7311344327836,6.78498900923957
"2","Public","Private",4.63134806816265,2.72537498831291,15.8051001821494,11.0168224941728
"3","Public","Active",50.615825881559,1.23280617916535,15.7358333333333,5.94681650362851
"4","Private","Public",8.798717732411,3.88162176631333,35.7296260786194,6.80437140787846
"5","Private","Private",12.3333895731399,3.06895202995425,17.2954856361149,11.5023886057913
"6","Private","Active",6.47882571283955,0.885565408570319,13.8984375,4.71773878629364
"7",NA,"Active",0.00843597098025983,1.20645857359478,50,1.44775028831373
